City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
294,Severodvinsk,RU,64.5635,39.8302,39.31,94,27,8.48,Clouds
295,Zambezi,ZM,-13.5432,23.1047,64.49,71,21,4.45,Clouds
296,Qixingtai,CN,30.4135,111.8874,72.55,75,99,9.33,Clouds
297,Vakhrushev,RU,48.9833,142.9667,46.6,64,100,8.95,Clouds
298,Conil,FR,44.9673,3.7177,41.41,96,71,8.05,Clouds
299,Kununurra,AU,-15.7667,128.7333,75.18,29,0,11.5,Clear
300,Greenfield,US,42.9614,-88.0126,61.11,51,75,16.11,Clouds
301,Monte Patria,CL,-30.6919,-70.9467,68.07,53,96,3.13,Clouds
302,Santa Cruz De La Palma,ES,28.6835,-17.7642,66.34,68,0,9.22,Clear
303,Peniche,PT,39.3558,-9.3811,57.29,93,84,5.28,Clouds
304,Lisakovsk,KZ,52.5369,62.4936,36.81,42,1,7.92,Clear
305,Tolaga Bay,NZ,-38.3667,178.3,61.84,70,10,1.52,Clear
306,Bengkulu,ID,-3.8004,102.2655,75.88,88,99,6.51,Clouds
307,Thap Than,TH,15.4606,99.8917,81.72,88,100,4.85,Clouds
308,Yongan,CN,39.6957,113.6871,49.12,27,34,7.9,Clouds
309,Lincoln,US,40.8,-96.667,66.0,73,100,6.91,Clouds
310,Bilma,NE,18.6853,12.9164,90.61,13,75,7.74,Clouds
311,La Palma,US,33.8464,-118.0467,88.92,58,20,12.66,Clouds
312,Nabire,ID,-3.3667,135.4833,81.79,79,69,1.52,Rain
313,Paragominas,BR,-2.9667,-47.4833,74.1,94,84,3.44,Rain
314,Isiro,CD,2.7739,27.616,65.77,100,93,2.33,Clouds
315,Sabang,ID,5.8933,95.3214,83.41,72,100,19.42,Clouds
316,Georgetown,MY,5.4112,100.3354,84.13,91,20,2.3,Clouds
317,Lasa,IT,46.6166,10.7002,52.68,97,99,3.76,Clouds
318,Ossora,RU,59.2353,163.0719,31.98,97,100,4.07,Clouds
319,Bilopillya,UA,51.1502,34.3129,42.91,72,8,7.58,Clear
320,Ahipara,NZ,-35.1667,173.1667,66.22,58,0,2.8,Clear
321,Lac Du Bonnet,CA,50.2536,-96.0612,69.17,36,79,11.21,Clouds
322,Hualmay,PE,-11.0964,-77.6139,66.18,84,7,10.33,Clear
323,Alpena,US,45.0617,-83.4327,59.32,33,0,10.36,Clear
324,Krasnoarmeyskoye,RU,52.7182,50.0322,39.16,56,0,2.71,Clear
325,Pemberton,CA,50.3164,-122.8027,48.63,90,100,3.11,Clouds
326,Kristiansund,NO,63.1115,7.732,43.45,70,100,24.16,Clouds
327,San Rafael,AR,-34.6177,-68.3301,63.82,36,0,9.89,Clear
328,Ipilan,PH,8.8431,117.9033,82.54,80,55,7.54,Clouds
329,San Juan,AR,-31.5375,-68.5364,65.35,38,100,3.6,Clouds
330,Molina,CL,-35.1167,-71.2833,56.93,72,0,0.0,Clear
331,Kaeo,NZ,-35.1,173.7833,69.33,79,3,6.38,Clear
332,Kozhevnikovo,RU,56.2589,83.9714,43.25,53,99,20.58,Clouds
333,La Mana,EC,-0.9333,-79.2167,77.31,86,95,2.24,Rain
334,Puerto Rondon,CO,6.2805,-71.1,75.36,90,89,5.37,Rain
335,Bay Roberts,CA,47.5999,-53.2648,37.51,85,89,5.01,Clouds
336,Pevek,RU,69.7008,170.3133,30.43,87,100,1.3,Clouds
337,Lavrentiya,RU,65.5833,-171.0,23.99,83,45,5.77,Clouds
338,Mayna,RU,54.1135,47.6231,36.7,61,1,4.83,Clear
339,Yerbogachen,RU,61.2767,108.0108,39.2,78,70,4.54,Clouds
340,Kholm-Zhirkovskiy,RU,55.5189,33.4731,46.31,75,100,6.69,Clouds
341,Cairns,AU,-16.9167,145.7667,82.06,78,100,8.05,Clouds
342,Agbor,NG,6.2518,6.1934,75.52,90,99,0.4,Clouds
343,Khasan,RU,42.4308,130.6434,51.71,52,100,7.29,Clouds
344,Port-Gentil,GA,-0.7193,8.7815,82.36,89,75,8.05,Thunderstorm
345,Fethiye,TR,36.6217,29.1164,57.07,46,79,5.82,Clouds
346,Vila Velha,BR,-20.3297,-40.2925,76.95,69,75,9.22,Clouds
347,Xining,CN,36.6167,101.7667,56.12,52,4,1.39,Clear
348,Gat,IL,31.61,34.7642,60.4,100,0,4.32,Clear
349,Svetlyy,RU,54.675,20.1347,44.65,88,0,7.67,Clear
350,Hermiston,US,45.8404,-119.2895,68.14,67,75,5.75,Rain
351,Te Anau,NZ,-45.4167,167.7167,58.32,82,97,4.79,Clouds
352,Altamont,US,42.2068,-121.7372,59.77,80,100,18.41,Clouds
353,Solnechnyy,RU,50.7214,136.6319,40.44,70,12,5.03,Clouds
354,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,11.5,Clouds
355,Ballina,AU,-28.8667,153.5667,67.96,92,75,8.05,Clouds
356,Yorkton,CA,51.2167,-102.4677,69.8,40,89,14.65,Clouds
357,Limoux,FR,42.9167,2.1667,56.52,78,90,10.11,Clouds
358,Nouadhibou,MR,20.931,-17.0347,66.18,82,0,14.97,Clear
359,Topolobampo,MX,25.6,-109.05,84.11,42,0,14.97,Clear
360,Itarema,BR,-2.9248,-39.9167,76.39,89,99,14.16,Rain
361,Preobrazheniye,RU,42.9019,133.9064,48.07,85,100,5.61,Rain
362,Hit,IQ,33.6416,42.8251,70.54,33,58,7.34,Clouds
363,Mongu,ZM,-15.2484,23.1274,67.8,56,88,5.75,Clouds
364,Vostok,RU,46.4856,135.8833,45.9,67,100,3.18,Clouds
365,Bukachacha,RU,52.9833,116.9167,43.23,30,78,1.45,Clouds
366,Asau,RO,46.4333,26.4,45.52,68,16,3.29,Clouds
367,Union,US,40.6334,-74.2663,52.99,92,100,8.05,Rain
368,Ostrovnoy,RU,68.0531,39.5131,36.09,90,100,17.36,Clouds
369,Launceston,AU,-41.45,147.1667,50.81,98,100,10.36,Clouds
370,Bull Savanna,JM,17.8868,-77.5902,78.31,76,26,9.44,Clouds
371,Nizhniy Odes,RU,63.6445,54.856,31.3,80,97,7.78,Clouds
372,Lebu,CL,-37.6167,-73.65,52.93,92,70,8.21,Clouds
373,Narsaq,GL,60.9167,-46.05,37.62,99,100,1.77,Clouds
374,Robertsport,LR,6.7533,-11.3686,81.86,85,97,5.79,Rain
375,Kiruna,SE,67.8557,20.2251,40.12,81,100,23.02,Clouds
376,Riyadh,SA,24.6877,46.7219,80.74,26,34,8.19,Clouds
377,Severnoye,RU,56.3491,78.3619,32.5,63,87,22.28,Clouds
378,Balad,IQ,34.0164,44.1453,68.05,33,4,1.66,Clear
379,Ocos,GT,14.5094,-92.1933,87.98,68,26,6.42,Clouds
380,Seinajoki,FI,62.7945,22.8282,46.98,78,0,10.36,Clear
381,Leningradskiy,RU,69.3833,178.4167,22.8,90,100,8.16,Clouds
382,Kabompo,ZM,-13.5927,24.2008,62.19,69,21,4.54,Clouds
383,Thompson,CA,55.7435,-97.8558,62.76,45,75,9.22,Clouds
384,Lewisporte,CA,49.2499,-55.0482,31.71,91,97,3.71,Clouds
385,Matagami,CA,49.7502,-77.6328,44.71,31,0,9.22,Clear
386,Tabuk,PH,17.4189,121.4443,80.53,72,66,5.01,Clouds
387,Zholymbet,KZ,51.7433,71.7122,40.6,44,95,12.44,Clouds
388,Toma,BF,12.7667,-2.8833,94.96,18,99,8.52,Clouds
389,Zhigansk,RU,66.7697,123.3711,24.8,71,96,10.65,Clouds
390,Sinnamary,GF,5.3833,-52.95,76.69,92,100,8.01,Clouds
391,Clyde River,CA,70.4692,-68.5914,12.43,92,0,8.05,Clear
392,Rampur Hat,IN,24.1667,87.7833,81.52,72,2,4.72,Clear
393,Mabaruma,GY,8.2,-59.7833,74.52,95,98,2.84,Clouds
394,North Bend,US,43.4065,-124.2243,58.91,88,100,25.32,Clouds
395,Lamar,US,33.6668,-95.5836,79.65,44,0,5.75,Clear
396,Licheng,CN,23.2955,113.8284,73.87,89,100,2.37,Clouds
397,Aswan,EG,24.0934,32.907,72.7,14,0,8.05,Clear
398,Torrington,US,41.8007,-73.1212,57.74,89,100,3.11,Rain
399,Bodden Town,KY,19.2833,-81.25,84.99,69,20,6.91,Clouds
400,Olafsvik,IS,64.8945,-23.7142,38.73,87,98,19.84,Clouds
401,Bam,IR,29.106,58.357,77.7,24,23,2.51,Clouds
402,Labrea,BR,-7.2586,-64.7981,73.92,95,37,1.9,Rain
403,Kirakira,SB,-10.4544,161.9205,84.92,73,31,8.99,Clouds
404,Felanitx,ES,39.4696,3.1483,62.13,62,18,4.68,Clouds
405,Gurupa,BR,-1.405,-51.64,74.59,97,96,3.29,Clouds
406,Tiarei,PF,-17.5333,-149.3333,87.82,79,11,8.21,Rain
407,Iqaluit,CA,63.7506,-68.5145,19.13,73,75,11.5,Clouds
408,Umm Lajj,SA,25.0213,37.2685,73.76,52,0,10.8,Clear
409,Atambua,ID,-9.1061,124.8925,75.52,82,42,4.59,Clouds
410,Pabbi,PK,34.0106,71.7989,75.88,33,0,1.54,Clear
411,Luau,AO,-10.7073,22.2247,68.85,67,97,3.0,Clouds
412,Margate,GB,51.3813,1.3862,58.87,77,100,3.0,Clouds
413,Namatanai,PG,-3.6667,152.4333,85.5,65,86,10.42,Clouds
414,Waipawa,NZ,-41.4122,175.5153,63.18,60,13,5.12,Clouds
415,Masingbi,SL,8.7833,-11.95,77.41,84,12,2.68,Clouds
416,Yaring,TH,6.8662,101.3689,81.28,90,100,9.08,Rain
417,Vila,PT,42.0304,-8.1588,54.48,74,55,4.36,Clouds
418,Hofn,IS,64.2539,-15.2082,37.9,50,16,12.1,Clouds
419,Mpulungu,ZM,-8.7623,31.1141,69.22,80,60,7.25,Clouds
420,Boguchar,RU,49.9358,40.545,39.16,60,12,4.05,Clouds
421,Terme,TR,41.2092,36.9739,51.73,94,100,12.64,Clouds
422,Boddam,GB,57.4667,-1.7833,48.58,85,27,10.36,Clouds
423,Konya,TR,38.1667,32.5,42.28,80,97,8.55,Clouds
424,Kodinsk,RU,58.6881,99.1844,45.03,70,12,5.28,Clouds
425,Iranshahr,IR,27.2025,60.6848,82.35,31,0,2.3,Clear
426,Talas,TR,38.6908,35.5538,43.47,81,75,5.75,Clouds
427,High Level,CA,58.5169,-117.136,42.91,93,100,13.8,Rain
428,Mandalgovi,MN,45.7625,106.2708,40.93,26,100,18.9,Clouds
429,Port Hardy,CA,50.6996,-127.4199,51.98,66,40,13.8,Clouds
430,Flinders,AU,-34.5833,150.8552,58.37,58,8,11.01,Clear
431,Wana,PK,32.2989,69.5725,70.7,29,0,4.18,Clear
432,Igrim,RU,63.1906,64.4162,23.31,87,16,3.78,Clouds
433,Yaroslavskiy,RU,44.1683,132.2072,52.86,38,63,11.95,Clouds
434,Correntina,BR,-13.3433,-44.6367,77.32,52,64,3.6,Clouds
435,Emerald,AU,-23.5333,148.1667,68.14,64,100,13.8,Clouds
436,Pacifica,US,37.6138,-122.4869,74.71,87,75,16.11,Mist
437,Voh,NC,-20.9667,164.7,81.19,59,8,7.83,Clear
438,Yenagoa,NG,4.9247,6.2642,75.83,90,99,1.97,Clouds
439,Laguna,US,38.421,-121.4238,78.15,53,100,16.11,Clouds
440,Shache,CN,38.4167,77.2406,70.41,32,100,11.61,Clouds
441,Tautira,PF,-17.7333,-149.15,81.39,77,25,4.41,Rain
442,Vao,NC,-22.6667,167.4833,75.38,66,78,18.61,Clouds
443,Morant Bay,JM,17.8815,-76.4093,82.02,86,13,7.16,Clouds
444,Nuuk,GL,64.1835,-51.7216,32.61,64,20,6.91,Clouds
445,Kaohsiung,TW,22.6163,120.3133,80.55,79,75,3.44,Clouds
446,Libreville,GA,0.3925,9.4537,78.89,86,100,3.09,Rain
447,Haverfordwest,GB,51.8017,-4.9691,56.55,95,62,1.01,Clouds
448,Ust-Omchug,RU,61.15,149.6333,28.69,82,100,5.91,Clouds
449,Saint-Augustin,CA,51.226,-58.6502,32.94,62,91,12.3,Clouds
450,Ushtobe,KZ,45.2514,77.9838,66.04,39,88,4.9,Clouds
451,Iralaya,HN,15.0,-83.2333,80.06,84,63,9.1,Clouds
452,Ploemeur,FR,47.7333,-3.4333,56.82,82,0,5.75,Clear
453,Comarapa,BO,-17.9,-64.4833,49.19,88,2,1.7,Clear
454,Dicabisagan,PH,17.0818,122.4157,84.65,69,10,2.24,Clear
455,La Romana,DO,18.4273,-68.9728,79.16,78,40,4.61,Clouds
456,Rondonopolis,BR,-16.4708,-54.6356,67.75,42,0,4.54,Clear
457,Lahat,ID,-3.8,103.5333,73.76,98,100,2.57,Rain
458,Tilichiki,RU,60.4667,166.1,29.52,98,100,5.59,Clouds
459,Divnoye,RU,45.9089,43.3547,42.53,62,100,10.49,Clouds
460,Kalamare,BW,-22.9337,26.5703,60.85,39,2,1.88,Clear
461,Takaungu,KE,-3.6837,39.8566,77.83,84,80,11.72,Rain
462,Komsomolskiy,UZ,40.4272,71.7189,61.52,67,30,6.91,Clouds
463,Ishigaki,JP,24.3448,124.1572,78.93,78,75,2.3,Clouds
464,Gondal,IN,21.9667,70.8,79.47,70,0,8.81,Clear
465,Bayangol,RU,50.6977,103.4656,47.35,39,53,2.06,Clouds
466,Akdepe,TM,42.0551,59.3788,68.09,40,64,4.92,Clouds
467,Sorland,NO,67.667,12.6934,40.87,81,55,41.81,Rain
468,Katangli,RU,51.7102,143.2326,36.14,91,52,16.13,Clouds
469,Mahanje,TZ,-9.9333,35.3333,63.66,87,95,1.88,Clouds
470,Neryungri,RU,56.6709,124.6491,32.49,78,99,9.24,Clouds
471,Xuddur,SO,4.1213,43.8894,73.89,85,40,14.0,Clouds
472,Dali,CN,25.7,100.1833,60.8,74,5,2.59,Clear
473,Aksarka,RU,66.5606,67.7975,1.08,98,75,2.19,Clouds
474,Washington,US,47.5001,-120.5015,56.79,64,100,2.37,Clouds
475,Pochutla,MX,15.7432,-96.4661,85.82,50,1,6.08,Clear
476,Palauig,PH,15.435,119.9045,86.05,59,29,1.57,Clouds
477,Maragheh,IR,37.3917,46.2398,50.32,49,3,7.61,Clear
478,Abha,SA,18.2164,42.5053,66.02,48,0,5.75,Clear
479,Almaznyy,RU,48.0448,40.045,38.26,58,38,8.99,Clouds
480,Manokwari,ID,-0.8667,134.0833,83.43,72,49,3.51,Clouds
481,Ha Tinh,VN,18.3333,105.9,74.37,93,82,2.82,Clouds
482,Rio Grande,BR,-32.035,-52.0986,50.95,74,12,3.71,Clouds
483,Chapais,CA,49.7834,-74.8492,40.78,64,33,6.67,Clouds
484,Tarauaca,BR,-8.1614,-70.7656,77.11,78,96,1.14,Clouds
485,Half Moon Bay,US,37.4636,-122.4286,76.59,77,100,17.27,Mist
486,Ulcinj,ME,41.9294,19.2244,57.42,80,100,10.89,Clouds
487,Uige,AO,-7.6087,15.0613,68.74,80,90,2.59,Clouds
488,Makokou,GA,0.5738,12.8642,70.65,97,100,2.46,Clouds
489,Marawi,PH,7.9986,124.2928,75.16,75,70,1.7,Clouds
490,Severomuysk,RU,56.1481,113.4267,28.26,61,66,3.38,Clouds
491,Khandyga,RU,62.6667,135.6,35.01,80,74,4.45,Clouds
492,Atar,MR,20.5169,-13.0499,85.57,12,1,6.22,Clear
493,San Francisco,US,37.7749,-122.4194,74.95,83,75,16.11,Clouds
494,Alyangula,AU,-13.8483,136.4192,80.47,61,11,9.22,Clouds
495,Srednekolymsk,RU,67.45,153.6833,29.21,93,100,9.48,Clouds
496,Sassandra,CI,4.95,-6.0833,79.63,88,53,6.04,Rain
497,Alofi,NU,-19.0595,-169.9187,80.49,83,23,5.75,Clouds
498,Inuvik,CA,68.3499,-133.7218,31.06,74,100,5.75,Clouds
499,Salinas,US,36.6777,-121.6555,79.61,62,0,17.27,Clear
500,Bosaso,SO,11.2842,49.1816,85.93,54,10,7.11,Clear
501,Yatou,CN,37.15,122.3833,58.3,56,92,16.89,Clouds
502,Sioux Lookout,CA,50.1001,-91.917,64.47,29,75,9.22,Clouds
503,Magrath,CA,49.4167,-112.8686,62.31,22,26,31.07,Clouds
504,Arroyo,ES,41.6096,-4.7969,51.84,72,0,13.8,Clear
505,Chicama,PE,-7.8447,-79.1469,63.14,79,28,6.26,Clouds
506,Bambanglipuro,ID,-7.95,110.2833,79.07,86,86,2.82,Clouds
507,Sibu,MY,2.3,111.8167,77.31,94,40,2.3,Clouds
508,Benguela,AO,-12.5763,13.4055,76.75,72,71,2.93,Clouds
509,Kikwit,CD,-5.041,18.8162,74.95,73,100,1.61,Clouds
510,Pontian Kecil,MY,1.4801,103.3899,79.12,90,100,4.68,Rain
511,Pingliang,CN,35.5392,106.6861,63.18,65,10,7.34,Clear
512,Puro,PH,12.4841,123.3827,83.7,75,19,13.76,Clouds
513,Andenes,NO,69.3143,16.1194,40.98,70,72,28.77,Clouds
514,Luang Prabang,LA,19.8856,102.1347,73.6,93,51,1.01,Clouds
515,Ugoofaaru,MV,5.6667,73.0,84.29,74,31,11.03,Clouds
516,Whitehorse,CA,60.7161,-135.0538,47.01,51,75,11.5,Clouds
517,Mount Gambier,AU,-37.8333,140.7667,51.71,93,75,9.22,Rain
518,Buhe,CN,30.2876,112.2298,74.44,70,100,8.72,Clouds
519,Baculin,PH,7.4525,126.5842,82.08,83,71,7.11,Clouds
520,Maldonado,UY,-34.6667,-54.9167,57.22,87,2,2.44,Clear
521,College,US,64.8569,-147.8028,53.92,63,75,18.41,Clouds
522,San Quintin,MX,30.4833,-115.95,67.23,62,1,13.02,Clear
523,Wakkanai,JP,45.4094,141.6739,48.56,90,100,13.62,Clouds
524,Berbera,SO,10.4396,45.0143,85.73,66,44,2.19,Clouds
525,Hambantota,LK,6.1241,81.1185,79.66,88,100,10.54,Clouds
526,Lazaro Cardenas,MX,17.9583,-102.2,80.8,64,69,11.14,Clouds
527,Zhezkazgan,KZ,47.8043,67.7144,51.13,38,42,19.24,Clouds
528,Asbestos,CA,45.7668,-71.9324,49.55,59,6,0.38,Clear
529,Chistogorskiy,RU,53.9835,87.3843,58.28,49,88,11.5,Clouds
530,Urumqi,CN,43.801,87.6005,52.75,94,0,4.47,Clear
531,Tutoia,BR,-2.7619,-42.2744,78.51,88,96,11.34,Clouds
532,Aleksandrov Gay,RU,50.147,48.5704,39.49,56,76,11.61,Clouds
533,Chara,RU,56.9064,118.2631,36.05,61,22,2.93,Clouds
534,Soyo,AO,-6.1349,12.3689,77.49,92,48,3.53,Clouds
535,Faya,SA,18.3851,42.4509,66.31,63,7,1.59,Clear
536,Ilulissat,GL,69.2167,-51.1,28.42,64,20,0.0,Clouds
537,Warrnambool,AU,-38.3833,142.4833,51.82,82,97,17.38,Clouds
538,Hovd,MN,48.0056,91.6419,54.32,37,0,2.62,Clear
539,Warri,NG,5.5167,5.75,75.18,90,100,1.57,Clouds
540,Bestobe,KZ,52.4994,73.0975,39.96,45,97,13.44,Clouds
541,Mongo,TD,12.1844,18.693,91.67,27,76,3.91,Clouds
542,Shimoda,JP,34.6667,138.95,62.96,83,91,12.44,Clouds
543,Barcelona,ES,41.3888,2.159,63.54,63,20,6.91,Clouds
544,Smithers,CA,54.7804,-127.1743,50.32,40,75,12.66,Clouds
545,Sturgis,US,41.7992,-85.4192,55.53,90,100,6.91,Rain
546,Edgewater,US,28.9889,-80.9023,88.03,40,20,16.11,Clouds
547,Severo-Yeniseyskiy,RU,60.3725,93.0408,41.94,72,68,9.08,Clouds
548,Taksimo,RU,56.3444,114.8794,40.14,48,96,2.06,Clouds
549,Bathsheba,BB,13.2167,-59.5167,79.41,83,20,12.66,Clouds
550,Mnogovershinnyy,RU,53.9353,139.9242,31.73,96,88,8.61,Clouds
551,Moindou,NC,-21.6924,165.677,78.26,61,2,6.4,Clear
552,Outjo,NA,-20.1167,16.15,57.42,44,1,1.88,Clear
553,Belmonte,BR,-15.8631,-38.8828,76.51,78,72,7.29,Clouds
554,Karaton,ID,-6.3424,106.1045,76.91,90,50,0.49,Clouds
555,Caravelas,BR,-17.7125,-39.2481,74.62,88,67,2.06,Clouds
556,Calabozo,VE,8.9242,-67.4293,76.35,86,100,0.13,Clouds
557,Garowe,SO,8.4054,48.4845,80.47,70,7,14.16,Clear
558,Zadar,HR,44.1197,15.2422,56.01,94,40,3.44,Clouds
559,Russell,US,32.3502,-85.1999,80.2,52,23,13.02,Clouds
560,Ixtapa,MX,20.7,-105.2,79.23,73,20,14.97,Clouds
561,Baruun-Urt,MN,46.6806,113.2792,41.79,20,65,7.34,Clouds
562,Antofagasta,CL,-23.65,-70.4,61.88,87,92,6.22,Clouds
563,Kerman,IR,30.2832,57.0788,58.86,41,0,2.3,Clear
564,Bubaque,GW,11.2833,-15.8333,77.72,74,5,15.59,Clear
565,Lingyuan,CN,41.24,119.4011,51.75,16,20,14.56,Clouds
566,Sapa,PH,5.1544,120.3241,83.55,78,80,4.92,Clouds
567,Bekovo,RU,52.4663,43.712,37.51,63,0,5.97,Clear
568,Palmer,US,42.1584,-72.3287,61.21,47,100,4.61,Clouds
569,Pitimbu,BR,-7.4706,-34.8086,77.59,85,38,12.06,Clouds
570,Serafimovskiy,RU,54.4241,53.7964,34.23,70,18,3.76,Clouds
571,Pasighat,IN,28.0667,95.3333,72.79,76,3,3.58,Clear
572,Vallenar,CL,-28.5708,-70.7581,63.91,66,100,1.66,Clouds
573,Tarata,BO,-17.6167,-66.0167,67.42,66,0,6.11,Clear
574,Reconquista,AR,-29.15,-59.65,63.39,89,100,5.61,Clouds
575,Voznesenye,RU,61.0106,35.4781,42.04,96,40,8.41,Clouds
576,Morros,BR,-9.4467,-46.3003,80.67,47,92,3.02,Clouds
577,Middletown,US,39.5151,-84.3983,62.83,92,100,12.66,Rain
578,Spassk-Ryazanskiy,RU,54.4072,40.3806,44.35,70,15,7.78,Clouds
579,Calama,CL,-22.4667,-68.9333,61.29,23,0,9.22,Clear
580,Lyubinskiy,RU,55.1542,72.6925,31.68,58,4,12.64,Clear
581,Tessalit,ML,20.1986,1.0114,87.19,18,100,7.67,Clouds
582,Laon,FR,49.5667,3.6667,49.71,90,89,4.7,Clouds
583,Pa Sang,TH,18.5262,98.9394,78.03,59,93,1.9,Clouds
584,Roma,US,43.2128,-75.4557,62.74,39,0,3.44,Clear
585,Lebedyan,RU,53.0194,39.1664,41.95,69,15,7.0,Clouds
586,Pinheiro Machado,BR,-31.5783,-53.3811,56.05,81,25,1.63,Clouds
587,Goure,NE,13.9835,10.2704,89.51,20,100,7.63,Clouds
588,Waingapu,ID,-9.6567,120.2641,82.44,77,66,10.31,Clouds
589,Ola,RU,59.5833,151.2833,34.14,95,100,21.65,Snow
590,Atikokan,CA,48.7555,-91.6216,56.43,57,87,7.63,Clouds
